Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.755,309.755,screen bright,222.06707656
0,43.675,43.675,wifi running,0.0904946
43.675,45.88,2.2050000000000054,wifi scan,0.402050880000001
45.88,289.231,243.351,wifi radio,297.49173048
289.231,290.636,1.4050000000000296,wifi running,0.0029111600000000615
290.636,309.755,19.11899999999997,wifi radio,23.372595119999964
306.293,309.755,3.461999999999989,gps,0.5308215359999983
1.045,309.755,308.71,audio,51.171769600000005
1.045,302.143,301.09799999999996,audio,49.91000448
307.942,309.755,1.8129999999999882,audio,0.30052287999999805

