Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.818,309.818,screen bright,222.11224201599998
0,13.581,13.581,wifi running,0.028139832
13.581,15.174,1.593,wifi scan,0.290461248
15.174,177.709,162.535,wifi radio,198.6957868
177.709,184.595,6.885999999999996,wifi running,0.014267791999999991
184.595,289.294,104.69899999999998,wifi radio,127.99243351999998
289.294,293.952,4.6580000000000155,wifi running,0.009651376000000033
293.952,309.818,15.865999999999985,wifi radio,19.39586767999998
306.321,309.818,3.4969999999999573,gps,0.5361880159999934
1.03,309.818,308.788,audio,51.184698880000006
1.03,302.641,301.61100000000005,audio,49.995039360000014
308.014,309.818,1.8039999999999736,audio,0.29903103999999564

