Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.826,309.826,screen bright,231.390759666
0,39.896,39.896,wifi running,0.08611551600000002
39.896,41.3,1.4039999999999964,wifi scan,0.2666869919999993
41.3,272.924,231.62399999999997,wifi radio,294.9766383599999
272.924,273.895,0.9710000000000036,wifi running,0.002095903500000008
273.895,289.053,15.158000000000015,wifi radio,19.30394037000002
289.053,291.092,2.0389999999999873,wifi running,0.004401181499999973
291.092,309.826,18.734000000000037,wifi radio,23.858030010000046
306.233,309.826,3.5930000000000177,gps,0.5739062970000028
1.133,309.826,308.69300000000004,audio,53.305107240000005
1.133,302.084,300.951,audio,51.96821868000001
307.981,309.826,1.8450000000000273,audio,0.3185946000000047

