Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.693,309.693,screen bright,231.23785292399995
0,3.7279999999999998,3.7279999999999998,wifi running,0.008045023999999998
3.7279999999999998,6.246,2.5180000000000007,wifi scan,0.4781782720000001
6.246,13.745,7.498999999999999,wifi running,0.016182841999999996
13.745,16.325,2.58,wifi scan,0.48995232
16.325,23.769,7.443999999999999,wifi running,0.016064151999999995
23.769,26.231,2.4620000000000033,wifi scan,0.4675436480000006
26.231,33.792,7.561,wifi running,0.016316637999999998
33.792,36.362,2.5700000000000003,wifi scan,0.48805328000000003
36.362,43.817,7.454999999999998,wifi running,0.016087889999999994
43.817,46.515,2.6980000000000004,wifi scan,0.5123609920000001
46.515,53.844,7.329000000000001,wifi running,0.015815982
53.844,56.44,2.5959999999999965,wifi scan,0.4929907839999993
56.44,63.872,7.432000000000002,wifi running,0.016038256000000004
63.872,66.58,2.7079999999999984,wifi scan,0.5142600319999997
66.58,73.896,7.3160000000000025,wifi running,0.015787928000000003
73.896,76.73,2.834000000000003,wifi scan,0.5381879360000006
76.73,83.924,7.194000000000003,wifi running,0.015524652000000003
83.924,86.554,2.6299999999999955,wifi scan,0.4994475199999991
86.554,93.947,7.393000000000001,wifi running,0.015954094
93.947,96.785,2.837999999999994,wifi scan,0.5389475519999988
96.785,103.97399999999999,7.188999999999993,wifi running,0.015513861999999982
103.97399999999999,107.021,3.0470000000000113,wifi scan,0.5786374880000021
107.021,114.005,6.983999999999995,wifi running,0.015071471999999987
114.005,116.949,2.9440000000000026,wifi scan,0.5590773760000005
116.949,125.059,8.11,wifi running,0.017501379999999997
125.059,127.008,1.948999999999998,wifi scan,0.3701228959999996
127.008,135.112,8.104,wifi running,0.017488431999999995
135.112,137.143,2.031000000000006,wifi scan,0.3856950240000011
137.143,145.164,8.020999999999987,wifi running,0.01730931799999997
145.164,147.16,1.9960000000000093,wifi scan,0.37904838400000174
147.16,155.225,8.064999999999998,wifi running,0.017404269999999993
155.225,157.23,2.0049999999999955,wifi scan,0.38075751999999913
157.23,165.278,8.048000000000002,wifi running,0.017367584000000002
165.278,167.349,2.070999999999998,wifi scan,0.39329118399999957
167.349,175.321,7.972000000000008,wifi running,0.017203576000000016
175.321,177.171,1.8499999999999943,wifi scan,0.3513223999999989
177.171,185.368,8.197000000000003,wifi running,0.017689126000000003
185.368,187.407,2.0390000000000157,wifi scan,0.387214256000003
187.407,195.397,7.989999999999981,wifi running,0.017242419999999956
195.397,197.444,2.046999999999997,wifi scan,0.3887334879999994
197.444,205.436,7.992000000000019,wifi running,0.017246736000000037
205.436,207.277,1.8409999999999798,wifi scan,0.34961326399999615
207.277,215.464,8.187000000000012,wifi running,0.017667546000000024
215.464,217.574,2.1100000000000136,wifi scan,0.40069744000000257
217.574,225.481,7.906999999999982,wifi running,0.01706330599999996
225.481,227.46,1.9790000000000134,wifi scan,0.37582001600000253
227.46,235.529,8.068999999999988,wifi running,0.017412901999999973
235.529,237.483,1.9540000000000077,wifi scan,0.37107241600000146
237.483,245.565,8.081999999999994,wifi running,0.017440955999999983
245.565,247.61599999999999,2.0509999999999877,wifi scan,0.38949310399999765
247.61599999999999,255.588,7.972000000000008,wifi running,0.017203576000000016
255.588,257.657,2.0689999999999884,wifi scan,0.39291137599999776
257.657,265.62,7.963000000000022,wifi running,0.017184154000000045
265.62,267.678,2.0579999999999927,wifi scan,0.3908224319999986
267.678,275.64,7.961999999999989,wifi running,0.017181995999999974
275.64,277.615,1.9750000000000227,wifi scan,0.3750604000000043
277.615,285.658,8.043000000000006,wifi running,0.017356794000000012
285.658,287.65,1.9919999999999618,wifi scan,0.3782887679999927
287.65,295.681,8.031000000000006,wifi running,0.01733089800000001
295.681,297.614,1.9329999999999927,wifi scan,0.3670844319999986
297.614,305.708,8.094000000000051,wifi running,0.01746685200000011
305.708,307.705,1.9969999999999573,wifi scan,0.3792382879999919
307.705,309.693,1.9879999999999995,wifi running,0.004290103999999999
305.708,309.693,3.984999999999957,gps,0.636372619999993
305.708,306.255,0.5469999999999686,gps,0.08735152399999498
308.575,309.693,1.117999999999995,gps,0.17853565599999918

