Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.743,309.743,screen bright,231.27518632399998
0,1.237,1.237,wifi scan,0.23491124800000002
1.237,21.262,20.025,wifi running,0.043213949999999994
21.262,23.158,1.8960000000000008,wifi scan,0.3600579840000001
23.158,309.743,286.585,wifi running,0.6184504299999999
306.271,309.743,3.47199999999998,gps,0.5544506239999967
1.237,309.743,308.506,audio,53.26047583999999
1.237,302.114,300.87699999999995,audio,51.943405279999986
307.959,309.743,1.7839999999999918,audio,0.30798975999999856

