Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.671,309.671,screen bright,231.22142622799996
0,4.103,4.103,wifi running,0.008854273999999999
4.103,6.28,2.1770000000000005,wifi scan,0.4134210080000001
6.28,14.138,7.858,wifi running,0.016957563999999998
14.138,16.321,2.1830000000000016,wifi scan,0.41456043200000026
16.321,24.172,7.850999999999999,wifi running,0.016942457999999997
24.172,26.291,2.1189999999999998,wifi scan,0.40240657599999996
26.291,34.25,7.959,wifi running,0.017175522
34.25,36.388,2.137999999999998,wifi scan,0.40601475199999965
36.388,44.297,7.908999999999999,wifi running,0.017067621999999994
44.297,46.564,2.267000000000003,wifi scan,0.43051236800000053
46.564,54.34,7.776000000000003,wifi running,0.016780608000000006
54.34,56.453,2.1129999999999995,wifi scan,0.4012671519999999
56.453,64.381,7.927999999999997,wifi running,0.017108623999999992
64.381,66.685,2.304000000000002,wifi scan,0.4375388160000004
66.685,74.43299999999999,7.7479999999999905,wifi running,0.016720183999999978
74.43299999999999,76.622,2.189000000000007,wifi scan,0.4156998560000013
76.622,84.48,7.858000000000004,wifi running,0.01695756400000001
84.48,86.656,2.176000000000002,wifi scan,0.41323110400000035
86.656,94.50800000000001,7.852000000000004,wifi running,0.016944616000000006
94.50800000000001,96.693,2.184999999999988,wifi scan,0.4149402399999977
96.693,104.569,7.876000000000005,wifi running,0.016996408000000008
104.569,106.62,2.051000000000002,wifi scan,0.38949310400000037
106.62,114.593,7.972999999999999,wifi running,0.017205733999999997
114.593,116.779,2.185999999999993,wifi scan,0.4151301439999986
116.779,124.627,7.847999999999999,wifi running,0.016935983999999994
124.627,126.749,2.122,wifi scan,0.40297628799999996
126.749,134.64600000000002,7.89700000000002,wifi running,0.01704172600000004
134.64600000000002,136.723,2.076999999999998,wifi scan,0.3944306079999996
136.723,144.667,7.943999999999988,wifi running,0.017143151999999974
144.667,146.789,2.1219999999999857,wifi scan,0.40297628799999724
146.789,154.698,7.90900000000002,wifi running,0.017067622000000043
154.698,156.86599999999999,2.167999999999978,wifi scan,0.4117118719999958
156.86599999999999,164.739,7.873000000000019,wifi running,0.01698993400000004
164.739,166.856,2.1169999999999902,wifi scan,0.40202676799999815
166.856,174.785,7.929000000000002,wifi running,0.017110782
174.785,176.957,2.171999999999997,wifi scan,0.41247148799999944
176.957,184.844,7.8870000000000005,wifi running,0.017020146
184.844,186.922,2.078000000000003,wifi scan,0.39462051200000053
186.922,194.888,7.966000000000008,wifi running,0.017190628000000017
194.888,196.67000000000002,1.7820000000000107,wifi scan,0.338408928000002
196.67000000000002,204.941,8.270999999999987,wifi running,0.017848817999999968
204.941,206.887,1.945999999999998,wifi scan,0.3695531839999996
206.887,214.959,8.072000000000003,wifi running,0.017419376000000004
214.959,217.036,2.076999999999998,wifi scan,0.3944306079999996
217.036,225.007,7.971000000000004,wifi running,0.017201418000000007
225.007,226.789,1.7819999999999823,wifi scan,0.3384089279999966
226.789,235.051,8.262,wifi running,0.017829395999999997
235.051,237.001,1.950000000000017,wifi scan,0.3703128000000032
237.001,245.082,8.080999999999989,wifi running,0.017438797999999974
245.082,247.23,2.147999999999996,wifi scan,0.4079137919999992
247.23,255.115,7.885000000000019,wifi running,0.01701583000000004
255.115,256.962,1.84699999999998,wifi scan,0.3507526879999962
256.962,265.142,8.180000000000007,wifi running,0.017652440000000012
265.142,267.204,2.062000000000012,wifi scan,0.39158204800000224
267.204,275.181,7.976999999999975,wifi running,0.017214365999999946
275.181,277.177,1.9960000000000377,wifi scan,0.3790483840000071
277.177,285.225,8.048000000000002,wifi running,0.017367584000000002
285.225,287.275,2.0499999999999545,wifi scan,0.38930319999999136
287.275,295.267,7.992000000000019,wifi running,0.017246736000000037
295.267,297.131,1.863999999999976,wifi scan,0.3539810559999954
297.131,305.297,8.166000000000054,wifi running,0.017622228000000115
305.297,307.34,2.0429999999999495,wifi scan,0.3879738719999904
307.34,309.671,2.3310000000000173,wifi running,0.005030298000000036
305.709,309.671,3.961999999999989,gps,0.6326997039999982
305.709,306.25,0.5409999999999968,gps,0.08639337199999948
308.593,309.671,1.0779999999999745,gps,0.1721479759999959

