Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.739,309.739,screen bright,228.86088153699995
0,10.764,10.764,wifi running,0.022986521999999995
10.764,12.132,1.3680000000000003,wifi scan,0.257080032
12.132,309.739,297.60699999999997,wifi running,0.6355397484999998
306.228,309.739,3.5109999999999673,gps,0.5548327969999949
1.01,309.739,308.729,audio,52.743262359999996
1.01,302.602,301.592,audio,51.52397728
307.953,309.739,1.7860000000000014,audio,0.3051202400000002

