Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.663,309.663,screen bright,228.804726429
0,11.167,11.167,wifi running,0.0238471285
11.167,12.549,1.3819999999999997,wifi scan,0.25971096799999993
12.549,177.327,164.778,wifi radio,207.61121720999998
177.327,185.457,8.129999999999995,wifi running,0.01736161499999999
185.457,307.859,122.40199999999999,wifi running,0.26138947099999993
307.859,309.33,1.4710000000000036,wifi scan,0.27643620400000063
309.33,309.663,0.33300000000002683,wifi running,0.0007111215000000572
305.828,309.663,3.8350000000000364,gps,0.6060335450000057
1.028,309.663,308.635,audio,52.72720339999999
1.028,302.02,300.99199999999996,audio,51.421473279999994
307.859,309.663,1.8040000000000305,audio,0.3081953600000052

