Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.951,309.951,screen bright,229.01752473300002
0,44.503,44.503,wifi running,0.0950361565
44.503,46.639,2.136000000000003,wifi scan,0.4014056640000005
46.639,176.383,129.744,wifi radio,163.47030407999998
176.383,176.584,0.2009999999999934,wifi running,0.0004292354999999859
176.584,309.951,133.36700000000002,wifi radio,168.035084815
306.376,309.951,3.5750000000000455,gps,0.5649465250000072
1.017,309.951,308.934,audio,52.77828456
1.017,302.133,301.116,audio,51.44265744
308.088,309.951,1.8629999999999995,audio,0.3182749199999999

