Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.638,309.638,screen bright,231.19678618399996
0,4.059,4.059,wifi running,0.008759322
4.059,6.188,2.1289999999999996,wifi scan,0.40430561599999987
6.188,14.079,7.891000000000001,wifi running,0.017028778
14.079,15.53,1.4509999999999987,wifi scan,0.27555070399999976
15.53,24.102,8.572000000000001,wifi running,0.018498376
24.102,26.367,2.2650000000000006,wifi scan,0.4301325600000001
26.367,34.126,7.758999999999997,wifi running,0.01674392199999999
34.126,36.402,2.2760000000000034,wifi scan,0.4322215040000006
36.402,44.153,7.750999999999998,wifi running,0.01672665799999999
44.153,46.539,2.386000000000003,wifi scan,0.4531109440000005
46.539,54.308,7.768999999999998,wifi running,0.016765501999999995
54.308,56.457,2.149000000000001,wifi scan,0.4081036960000001
56.457,64.204,7.746999999999993,wifi running,0.016718025999999983
64.204,66.699,2.4950000000000045,wifi scan,0.4738104800000008
66.699,74.228,7.528999999999996,wifi running,0.01624758199999999
74.228,76.542,2.314000000000007,wifi scan,0.43943785600000135
76.542,84.254,7.712000000000003,wifi running,0.016642496000000007
84.254,86.669,2.414999999999992,wifi scan,0.45861815999999844
86.669,94.27799999999999,7.608999999999995,wifi running,0.016420221999999988
94.27799999999999,96.819,2.541000000000011,wifi scan,0.48254606400000205
96.819,104.304,7.484999999999999,wifi running,0.016152629999999998
104.304,106.63499999999999,2.330999999999989,wifi scan,0.44266622399999783
106.63499999999999,114.33,7.695000000000007,wifi running,0.016605810000000013
114.33,116.67099999999999,2.340999999999994,wifi scan,0.44456526399999885
116.67099999999999,124.366,7.695000000000007,wifi running,0.016605810000000013
124.366,126.937,2.570999999999998,wifi scan,0.4882431839999996
126.937,134.393,7.456000000000003,wifi running,0.016090048000000006
134.393,136.845,2.451999999999998,wifi scan,0.4656446079999996
136.845,144.422,7.576999999999998,wifi running,0.016351165999999993
144.422,146.797,2.375,wifi scan,0.451022
146.797,154.446,7.649000000000001,wifi running,0.016506542
154.446,156.71,2.26400000000001,wifi scan,0.42994265600000187
156.71,164.472,7.7620000000000005,wifi running,0.016750396
164.472,166.858,2.3859999999999957,wifi scan,0.4531109439999991
166.858,174.498,7.639999999999986,wifi running,0.01648711999999997
174.498,176.671,2.173000000000002,wifi scan,0.41266139200000035
176.671,184.522,7.850999999999999,wifi running,0.016942457999999997
184.522,186.831,2.3089999999999975,wifi scan,0.4384883359999995
186.831,194.554,7.723000000000013,wifi running,0.016666234000000026
194.554,196.966,2.412000000000006,wifi scan,0.45804844800000116
196.966,204.888,7.921999999999997,wifi running,0.01709567599999999
204.888,206.889,2.0010000000000048,wifi scan,0.3799979040000009
206.889,214.607,7.717999999999989,wifi running,0.016655443999999974
214.607,216.947,2.3400000000000034,wifi scan,0.4443753600000006
216.947,224.631,7.6839999999999975,wifi running,0.016582071999999993
224.631,226.971,2.3400000000000034,wifi scan,0.4443753600000006
226.971,234.648,7.6769999999999925,wifi running,0.01656696599999998
234.648,237.124,2.475999999999999,wifi scan,0.4702023039999998
237.124,244.663,7.539000000000016,wifi running,0.01626916200000003
244.663,247.16,2.4969999999999857,wifi scan,0.47419028799999724
247.16,254.686,7.5260000000000105,wifi running,0.01624110800000002
254.686,257.262,2.5759999999999934,wifi scan,0.4891927039999987
257.262,264.704,7.442000000000007,wifi running,0.016059836000000015
264.704,267.22,2.5160000000000196,wifi scan,0.4777984640000037
267.22,274.721,7.500999999999976,wifi running,0.016187157999999948
274.721,277.359,2.637999999999977,wifi scan,0.5009667519999955
277.359,284.74,7.381000000000029,wifi running,0.01592819800000006
284.74,287.283,2.5430000000000064,wifi scan,0.4829258720000012
287.283,294.759,7.475999999999999,wifi running,0.016133207999999996
294.759,297.531,2.7719999999999914,wifi scan,0.5264138879999983
297.531,304.78,7.248999999999967,wifi running,0.015643341999999928
304.78,307.38,2.6000000000000227,wifi scan,0.4937504000000043
307.38,309.638,2.2579999999999814,wifi running,0.004872763999999959
306.136,309.638,3.5019999999999527,gps,0.5592413839999923
306.136,306.224,0.08799999999996544,gps,0.014052895999994479
308.552,309.638,1.085999999999956,gps,0.17342551199999293

