Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,309.233,309.233,screen bright,230.89438564399998
0,4.2379999999999995,4.2379999999999995,wifi running,0.009145603999999998
4.2379999999999995,6.649,2.4110000000000005,wifi scan,0.4578585440000001
6.649,14.27,7.6209999999999996,wifi running,0.016446117999999996
14.27,16.675,2.405000000000001,wifi scan,0.4567191200000002
16.675,24.309,7.634,wifi running,0.016474172
24.309,26.69,2.3810000000000002,wifi scan,0.45216142400000003
26.69,34.346,7.655999999999995,wifi running,0.01652164799999999
34.346,36.858,2.5120000000000005,wifi scan,0.47703884800000007
36.858,44.38,7.522000000000006,wifi running,0.01623247600000001
44.38,46.672,2.2919999999999945,wifi scan,0.43525996799999894
46.672,54.419,7.747,wifi running,0.016718025999999997
54.419,56.366,1.9470000000000027,wifi scan,0.3697430880000005
56.366,64.449,8.082999999999998,wifi running,0.017443113999999996
64.449,66.742,2.2930000000000064,wifi scan,0.4354498720000012
66.742,74.493,7.750999999999991,wifi running,0.016726657999999978
74.493,76.75,2.257000000000005,wifi scan,0.4286133280000009
76.75,84.52199999999999,7.771999999999991,wifi running,0.01677197599999998
84.52199999999999,86.81700000000001,2.295000000000016,wifi scan,0.435829680000003
86.81700000000001,94.541,7.7239999999999895,wifi running,0.016668391999999976
94.541,96.715,2.1740000000000066,wifi scan,0.41285129600000126
96.715,104.568,7.852999999999994,wifi running,0.016946773999999987
104.568,106.789,2.2210000000000036,wifi scan,0.4217767840000007
106.789,114.60499999999999,7.815999999999988,wifi running,0.016866927999999972
114.60499999999999,116.828,2.223000000000013,wifi scan,0.4221565920000025
116.828,124.628,7.799999999999997,wifi running,0.01683239999999999
124.628,126.738,2.1099999999999994,wifi scan,0.40069743999999985
126.738,134.664,7.925999999999988,wifi running,0.01710430799999997
134.664,136.753,2.0889999999999986,wifi scan,0.39670945599999974
136.753,144.689,7.936000000000007,wifi running,0.017125888000000013
144.689,146.943,2.254000000000019,wifi scan,0.4280436160000036
146.943,154.728,7.784999999999997,wifi running,0.01680002999999999
154.728,156.973,2.2450000000000045,wifi scan,0.42633448000000085
156.973,164.761,7.7879999999999825,wifi running,0.01680650399999996
164.761,167.022,2.2609999999999957,wifi scan,0.42937294399999915
167.022,174.793,7.771000000000015,wifi running,0.01676981800000003
174.793,176.937,2.1440000000000055,wifi scan,0.40715417600000103
176.937,184.84,7.902999999999992,wifi running,0.01705467399999998
184.84,187.064,2.2239999999999895,wifi scan,0.422346495999998
187.064,194.876,7.812000000000012,wifi running,0.016858296000000023
194.876,197.207,2.330999999999989,wifi scan,0.44266622399999783
197.207,204.90800000000002,7.701000000000022,wifi running,0.016618758000000046
204.90800000000002,207.138,2.2299999999999898,wifi scan,0.423485919999998
207.138,214.948,7.810000000000002,wifi running,0.016853980000000005
214.948,217.071,2.1229999999999905,wifi scan,0.40316619199999815
217.071,224.97899999999998,7.907999999999987,wifi running,0.01706546399999997
224.97899999999998,227.21,2.231000000000023,wifi scan,0.42367582400000436
227.21,235.016,7.805999999999983,wifi running,0.01684534799999996
235.016,237.243,2.227000000000004,wifi scan,0.42291620800000074
237.243,245.051,7.807999999999993,wifi running,0.016849663999999983
245.051,247.387,2.3360000000000127,wifi scan,0.4436157440000024
247.387,255.082,7.694999999999993,wifi running,0.016605809999999985
255.082,257.319,2.237000000000023,wifi scan,0.42481524800000436
257.319,265.184,7.865000000000009,wifi running,0.016972670000000016
265.184,267.35,2.165999999999997,wifi scan,0.4113320639999994
267.35,275.21,7.859999999999957,wifi running,0.016961879999999905
275.21,277.405,2.194999999999993,wifi scan,0.4168392799999987
277.405,285.252,7.847000000000037,wifi running,0.01693382600000008
285.252,287.419,2.166999999999973,wifi scan,0.4115219679999949
287.419,295.279,7.860000000000014,wifi running,0.016961880000000026
295.279,297.462,2.1829999999999927,wifi scan,0.4145604319999986
297.462,305.317,7.855000000000018,wifi running,0.016951090000000037
305.317,307.438,2.120999999999981,wifi scan,0.40278638399999633
307.438,309.233,1.795000000000016,wifi running,0.003873610000000034
305.317,309.233,3.915999999999997,gps,0.6253538719999994
305.317,306.239,0.9219999999999686,gps,0.14723602399999497
308.636,309.233,0.59699999999998,gps,0.09533612399999679

